nombre_original,nombre_normalizado,id,presentacion,tolerancia,match_catalogo,marca_catalogo,categoria_catalogo,precio_ref_catalogo,score,estatus
"HOJA DE MENTA, ASPECTO: LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, HOJAS DE COLOR VERDE OSCURO ATRACTIVAS Y BIEN PRESENTADOS, SABOR: FRESCO Y CRUJIENTE CARACTERÍSTICO, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: HOJA DELGADA DE SUPERFICIE RUGOSA, TALLO FIRME, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",MENTA,INS-42C325D5E4,1 kg,,MENTA FRESCA,KG,FRUTAS Y VERDURAS,71.23,88,YA_EN_CATALOGO
"HOJA DE PLÁTANO, ASPECTO: HOJAS ENTERAS, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, SANAS, FRESCAS Y LISAS, SIN PRESENCIA DE HONGOS O PLAGAS, COLOR VERDE OSCURO BRILLANTE, ATRACTIVAS Y BIEN PRESENTADOS, SABOR: FRESCO Y SUAVE CARACTERÍSTICO, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: HOJA DELGADA DE SUPERFICIE LISA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",PLATANO,INS-D6114A8EBB,1 kg,,PLATANO TABASCO,KG,FRUTAS Y VERDURAS,29.41,91,YA_EN_CATALOGO
"HOJA SANTA, ASPECTO: HOJAS FRESCAS, SIN PRESENCIA DE HONGOS O PLAGAS, COLOR VERDE OSCURO OPACO, ATRACTIVAS Y BIEN PRESENTADOS, SABOR: FRESCO Y SUAVE CARACTERÍSTICO, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: HOJA DELGADA DE SUPERFICIE LISA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",SANTA,INS-85C3FA880F,1 kg,,SANDIA,KG,FRUTAS Y VERDURAS,18.5,73,REVISAR
"HOJUELAS DE MAÍZ ESCARCHADAS CON AZÚCAR, CAJA CON 1.2 KG CON TOLERANCIA DE +/-10%",HOJUELAS MAIZ ESCARCHADAS AZUCAR,INS-71E793DC19,1.2 kg,+/-10%,,,,,48,FALTA_EN_CATALOGO
"HOJUELAS DE PAPA, BOLSA CON 2.26 KG CON TOLERANCIA DE +/-10%",HOJUELAS PAPA,INS-6BF9B99B93,2.26 kg,+/-10%,HOJUELAS DE PAPA (2.26 KG),MEMBERS MARK,ABARROTES,480.23,100,YA_EN_CATALOGO
"HONGO CREMINI, ASPECTO: COLOR CAFÉ, LIBRE DE MAGULLADURAS, MANCHAS Y DAÑOS FISIOLÓGICOS, ATRACTIVO Y BIEN PRESENTADO, SABOR: CARACTERÍSTICO, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRME Y FRÁGIL, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",HONGO CREMINI,INS-C10D2FA428,1 kg,,,,,,53,FALTA_EN_CATALOGO
"HUAUZONTLE, ASPECTO: HOJAS FRESCAS, SIN PRESENCIA DE HONGOS O PLAGAS, COLOR VERDE OSCURO OPACO, ATRACTIVAS Y BIEN PRESENTADOS, SABOR: FRESCO Y SUAVE CARACTERÍSTICO, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: HOJA DELGADA DE SUPERFICIE LISA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",HUAUZONTLE,INS-74A4DD847F,1 kg,,,,,,37,FALTA_EN_CATALOGO
"HUEVO BLANCO SIN SUCIEDAD, PRESENTACIÓN DE 1 KG CON TOLERANCIA DE +/-10%",HUEVO SUCIEDAD,INS-32F996C744,1 kg,+/-10%,HUEVO (1 KG),A GRANEL,ABARROTES,82.14,85,YA_EN_CATALOGO
HUEVO BLANCO SIN SUCIEDAD. CAJA CON 360 PIEZAS CON TOLERANCIA DE +/-10%,HUEVO SUCIEDAD,INS-BA53EC773A,360 piezas,+/-10%,HUEVO (1 KG),A GRANEL,ABARROTES,82.14,85,YA_EN_CATALOGO
"HUITLACOCHE, ASPECTO: COLOR NEGRO A GRISÁCEO, SIN DAÑOS FISIOLÓGICOS, ATRACTIVO Y BIEN PRESENTADO, SABOR: CARACTERÍSTICO DE LA VARIEDAD, OLOR: SABOR SIMILAR A LA TRUFA, INTENSO Y AHUMADO CARACTERÍSTICO, TACTO: FIRME Y SUAVE, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",HUITLACOCHE,INS-A85597435A,1 kg,,HUITLACOCHE,KG,FRUTAS Y VERDURAS,89.41,100,YA_EN_CATALOGO
ISOMATL BOLSA CON 500 GR CON TOLERANCIA DE +/-10%,ISOMATL,INS-FC559C874A,500 gr,+/-10%,,,,,56,FALTA_EN_CATALOGO
JARABE DE CHOCOLATE DE GALON DE 3.4 L CON TOLERENCIA DE +/- 10%,JARABE CHOCOLATE TOLERENCIA,INS-28CEFA7FF2,3.4 l,+/-10%,JARABE DE CHOCOLATE (589 GR),HERSHEYS,ABARROTES,151.23,96,YA_EN_CATALOGO
"JARABE DE GRANADINA ENDULZANTE, BOTELLA DE 1 LT CON TOLERANCIA DE +/-10%",JARABE GRANADINA ENDULZANTE,INS-5FD79B5E9E,1 lt,+/-10%,JARABE DE GRANADINA (1 LT),LA MADRILENA,ABARROTES,153.05,96,YA_EN_CATALOGO
"JARABE DE MAPLE, BOTELLA DE 1.2 KG CON TOLERANCIA DE +/-10%",JARABE MAPLE,INS-1FD9DEDE10,1.2 kg,+/-10%,JARABE NATURAL (1 LT),LA MADRILENA,ABARROTES,123.95,67,REVISAR
"JARABE NATURAL ENDULZANTE, BOTELLA DE 1 LT CON TOLERANCIA DE +/- 10%",JARABE NATURAL ENDULZANTE,INS-FEA6587288,1 lt,+/-10%,JARABE NATURAL (1 LT),LA MADRILENA,ABARROTES,123.95,95,YA_EN_CATALOGO
"JARABE PARA BEBIDAS CLÁSICO SABOR AVELLANA AROMATIZADO ARTIFICIAL Y ARTIFICIALMENTE BOTELLA DE 1/2 LITRO, TOLERANCIA DE +/- 10%",JARABE BEBIDAS CLASICO SABOR AVELLANA AROMATIZADO ARTIFICIAL ARTIFICIALMENTE,INS-C2C46BA7C0,2 litro,+/-10%,,,,,42,FALTA_EN_CATALOGO
"JARABE PARA BEBIDAS CLÁSICO SABOR CHOCOLATE AROMATIZADO ARTIFICIAL Y ARTIFICIALMENTE BOTELLA DE 1/2 LITRO, TOLERANCIA DE +/- 10%",JARABE BEBIDAS CLASICO SABOR CHOCOLATE AROMATIZADO ARTIFICIAL ARTIFICIALMENTE,INS-59EF83E32A,2 litro,+/-10%,,,,,47,FALTA_EN_CATALOGO
"JARABE PARA BEBIDAS CLÁSICO SABOR CREMA IRLANDESA AROMATIZADO ARTIFICIAL Y ARTIFICIALMENTE BOTELLA DE 1/2 LITRO, TOLERANCIA DE +/- 10%",JARABE BEBIDAS CLASICO SABOR CREMA IRLANDESA AROMATIZADO ARTIFICIAL ARTIFICIALMENTE,INS-5E2E1FA903,2 litro,+/-10%,,,,,37,FALTA_EN_CATALOGO
"JARABE PARA BEBIDAS CLÁSICO SABOR VAINILLA AROMATIZADO ARTIFICIAL Y ARTIFICIALMENTE BOTELLA DE 1/2 LITRO, TOLERANCIA DE +/- 10%",JARABE BEBIDAS CLASICO SABOR VAINILLA AROMATIZADO ARTIFICIAL ARTIFICIALMENTE,INS-E52FE4973B,2 litro,+/-10%,,,,,41,FALTA_EN_CATALOGO
"JARABE SABOR A CHOCOLATE, 1.5 LITRO CON TOLERANCIA DE +/-10% DESCRIPCIÓN",JARABE SABOR CHOCOLATE,INS-358499031D,1.5 litro,+/-10%,JARABE DE CHOCOLATE (589 GR),HERSHEYS,ABARROTES,151.23,100,YA_EN_CATALOGO
"JARABE/SYROP SABOR ARÁNDANO BOTELLA DE 1/2 LITRO, TOLERANCIA DE +/-10%",JARABE SYROP SABOR ARANDANO,INS-2E94694A29,2 litro,+/-10%,JARABE DE GRANADINA (1 LT),LA MADRILENA,ABARROTES,153.05,69,REVISAR
"JENGIBRE, ASPECTO: COLOR CAFÉ CLARO CON TONALIDADES AMARILLAS, INTERNAMENTE AMARILLO PÁLIDO A PARDO, LIBRE DE PLAGAS Y DAÑOS FISIOLÓGICOS, ATRACTIVO Y BIEN PRESENTADO, SABOR: CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRME, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",JENGIBRE,INS-FEDC322829,1 kg,,GENGIBRE,KG,FRUTAS Y VERDURAS,147.59,100,YA_EN_CATALOGO
"JÍCAMA, ASPECTO: LA SUPERFICIE DE LA FRUTA DEBERÁ SER ATRACTIVA Y BIEN PRESENTADO DE COLOR CAFÉ TENUE, SABOR: DULCE Y JUGOSO CARACTERÍSTICO, OLOR: CARACTERÍSTICO DEL PRODUCTO, TACTO: FIRME DE PIEL DE GROSOR MEDIO, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES. PRESENTACIÓN DE UNA BOLSA DE 1 KG",JICAMA,INS-787C828B5B,1 kg,,JICAMA,KG,FRUTAS Y VERDURAS,40.32,100,YA_EN_CATALOGO
"JITOMATE BOLA, ASPECTO: REDONDO COLOR ROJO CEREZA INTENSO, ATRACTIVO Y BIEN PRESENTADO, LIBRE DE MAGULLADURAS, PLAGAS Y DAÑOS FISIOLÓGICOS, SABOR: CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRME Y SUAVE, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",JITOMATE BOLA,INS-9B36115704,1 kg,,JITOMATE CHERRY,KG,FRUTAS Y VERDURAS,89.41,66,REVISAR
"JITOMATE CHERRY, ASPECTO: PIEZAS PEQUEÑAS Y REDONDAS COLOR ROJO, ATRACTIVO Y BIEN PRESENTADO, LIBRE DE MAGULLADURAS, PLAGAS Y DAÑOS FISIOLÓGICOS, SABOR: CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRME Y SUAVE, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",JITOMATE CHERRY,INS-CE11ACBDA0,1 kg,,JITOMATE CHERRY,KG,FRUTAS Y VERDURAS,89.41,100,YA_EN_CATALOGO
"JITOMATE DE 2DA, ASPECTO: REDONDO TUBULAR COLOR ROJO INTENSO, ATRACTIVO Y BIEN PRESENTADO, LIBRE DE MAGULLADURAS, PLAGAS Y DAÑOS FISIOLÓGICOS, SABOR: CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: FIRME Y SUAVE, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",JITOMATE DA,INS-FCA5841CDD,1 kg,,JITOMATE CHERRY,KG,FRUTAS Y VERDURAS,89.41,73,REVISAR
"JITOMATE HEIRLOOM, ASPECTO: PIEZAS PEQUEÑAS Y REDONDAS COLOR: VARIOS COLORES, ATRACTIVO Y BIEN PRESENTADO, LIBRE DE MAGULLADURAS, PLAGAS Y DAÑOS FISIOLÓGICOS, SABOR: CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD, ACTO: FIRME Y SUAVE, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",JITOMATE HEIRLOOM,INS-237DCC09C5,1 kg,,JITOMATE CHERRY,KG,FRUTAS Y VERDURAS,89.41,73,REVISAR
"JITOMATE PERA CHERRY, ASPECTO: PIEZAS PEQUEÑAS Y REDONDAS COLOR AMARILLO, ATRACTIVO Y BIEN PRESENTADO, LIBRE DE MAGULLADURAS, PLAGAS Y DAÑOS FISIOLÓGICOS, SABOR: CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD, ACTO: FIRME Y SUAVE, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",JITOMATE PERA CHERRY,INS-3BEF402FC9,1 kg,,JITOMATE CHERRY,KG,FRUTAS Y VERDURAS,89.41,100,YA_EN_CATALOGO
"JITOMATE SALADET, ASPECTO: REDONDO TUBULAR COLOR ROJO INTENSO, ATRACTIVO Y BIEN PRESENTADO, LIBRE DE MAGULLADURAS, PLAGAS Y DAÑOS FISIOLÓGICOS, SABOR: CARACTERÍSTICO DE LA VARIEDAD, OLOR: CARACTERÍSTICO DE LA VARIEDAD TACTO: MUY FIRME Y SUAVE, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",JITOMATE SALADET,INS-20F1C364A9,1 kg,,JITOMATE SALADETTE,KG,FRUTAS Y VERDURAS,40.32,100,YA_EN_CATALOGO
"JUGO DE ARÁNDANO, TETRAPAK CON 1 LT CON TOLERANCIA DE +/-10%",JUGO ARANDANO TETRAPAK,INS-BC8562C1A0,1 lt,+/-10%,JUGO DE ARANDANO (1 LT),OCEAN SPRAY,ABARROTES,114.86,96,YA_EN_CATALOGO
"JUGO DE PIÑA, TETRAPAK CON 1 LT CON TOLERANCIA DE +/-10%",JUGO PINA TETRAPAK,INS-A519022EED,1 lt,+/-10%,JUGO DE PINA (1.89 LT),DEL VALLE,ABARROTES,71.23,92,YA_EN_CATALOGO
"JUGO DE TOMATE CON ALMEJA (CLAMATO), BOTELLA CON 1.89 L CON TOLERANCIA DE +/-10%",JUGO TOMATE ALMEJA,INS-A7CA7A1E57,1.89 l,+/-10%,JUGO DE MANGO (1 LT),DEL VALLE,ABARROTES,51.23,66,REVISAR
"JUGO SABOR DURAZNO EN TETRAPAK, PRESENTACIÓN DE 200 ML . CON TOLERANCIA DE +/-10%",JUGO SABOR DURAZNO TETRAPAK,INS-9DF1636469,200 ml,+/-10%,JUGO DE ARANDANO (1 LT),OCEAN SPRAY,ABARROTES,114.86,63,REVISAR
"JUGO SABOR MANGO EN TETRAPAK, PRESENTACIÓN DE 200 ML . CON TOLERANCIA DE +/-10%",JUGO SABOR MANGO TETRAPAK,INS-B77E057E99,200 ml,+/-10%,JUGO DE MANGO (1 LT),DEL VALLE,ABARROTES,51.23,85,YA_EN_CATALOGO
"JUGO SABOR MANZANA EN TETRAPAK, PRESENTACIÓN DE 200 ML . CON TOLERANCIA DE +/-10%",JUGO SABOR MANZANA TETRAPAK,INS-4EC3B313BA,200 ml,+/-10%,JUGO DE MANZANA (1 LT),DEL VALLE,ABARROTES,51.23,88,YA_EN_CATALOGO
"JUGO SABOR UVA EN TETRAPAK, PRESENTACIÓN DE 200 ML . CON TOLERANCIA DE +/-10%",JUGO SABOR UVA TETRAPAK,INS-C9766821FA,200 ml,+/-10%,JUGO DE MANZANA (1 LT),DEL VALLE,ABARROTES,51.23,64,REVISAR
JUGO SAZONADOR GALÓN CON 1.785 LITROS CON TOLERANCIA DE +/-10%,JUGO SAZONADOR,INS-C39E0DFF32,1.785 litros,+/-10%,JUGO SAZONADOR - SALSA MAGGI (800 ML),MAGGI,ABARROTES,458.5,94,YA_EN_CATALOGO
"JUGO SAZONADOR, BOTELLA CON 800 ML CON TOLERANCIA DE +/-10% DESCRIPCIÓN",JUGO SAZONADOR,INS-F29D14D14B,800 ml,+/-10%,JUGO SAZONADOR - SALSA MAGGI (800 ML),MAGGI,ABARROTES,458.5,94,YA_EN_CATALOGO
"KIWI, ASPECTO: LA SUPERFICIE DE LA FRUTA DEBERÁ SER ATRACTIVA Y BIEN PRESENTADO, COLOR CAFÉ POR EL EXTERIOR, VERDE ATRACTIVO POR EL INTERIOR, SABOR: ACIDULCE Y JUGOSO, OLOR: CARACTERÍSTICO DEL PRODUCTO, TACTO: FIRME DE PIEL DE GROSOR FINO DELICADO, LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",KIWI,INS-0A072087A2,1 kg,,KIWI,KG,FRUTAS Y VERDURAS,234.86,100,YA_EN_CATALOGO
"LAMINA DE 10X10 CM, TIPO WON TON, EMPAQUE CON 340 GR TOLERANCIA DE +/-10%",LAMINA CM WON TON EMPAQUE,INS-C808071582,340 gr,+/-10%,,,,,52,FALTA_EN_CATALOGO
"LAUREL, ASPECTO: HOJA SANAS, FRESCAS Y LISAS, SIN PRESENCIA DE HONGOS O PLAGAS, COLOR VERDE OSCURO BRILLANTE, ATRACTIVAS Y BIEN PRESENTADOS, SABOR: FRESCO Y SUAVE CARACTERÍSTICO, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: HOJA DELGADA DE SUPERFICIE LISA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN DE UNA BOLSA DE 1 KG",LAUREL,INS-D76E85AFA3,1 kg,,HOJAS DE LAUREL (40 G),MC CORMICK,ABARROTES,257.03,100,YA_EN_CATALOGO
"LECHE SEMI - DESCREMADA DE VACA, TETRAPAK CON 1 LT CON TOLERANCIA DE +/-10%",LECHE SEMI DESCREMADA VACA TETRAPAK,INS-4B662FB1FA,1 lt,+/-10%,LECHE LIGHT ULTRA EDGE (1 LT),LALA,LACTEOS,65.77,65,REVISAR
"LECHE CONDENSADA, BOLSA CON 11 KG CON TOLERANCIA DE +/-10%",LECHE CONDENSADA,INS-6E0DB63C04,11 kg,+/-10%,LECHE CONDENSADA (375 GR),LA LECHERA,ABARROTES,62.68,100,YA_EN_CATALOGO
"LECHE CONDENSADA, BOLSA CON 25.5 KG CON TOLERANCIA DE +/-10%",LECHE CONDENSADA,INS-AF4A6CA381,25.5 kg,+/-10%,LECHE CONDENSADA (375 GR),LA LECHERA,ABARROTES,62.68,100,YA_EN_CATALOGO
"LECHE CONDENSADA, LATA CON 387 GR CON TOLERANCIA DE +/-10%",LECHE CONDENSADA,INS-EA7672B392,387 gr,+/-10%,LECHE CONDENSADA (375 GR),LA LECHERA,ABARROTES,62.68,100,YA_EN_CATALOGO
"LECHE DE COCO, PRESENTACIÓN EN TETRAPAK CON 946 ML. CON TOLERANCIA DE +/-10%",LECHE COCO,INS-A67A17602D,946 ml,+/-10%,LECHE CONDENSADA (375 GR),LA LECHERA,ABARROTES,62.68,72,REVISAR
"LECHE DE SOYA NATURAL / VARIEDAD DE SABORES), PRESENTACIÓN EN TETRAPAK CON 946 ML. CON TOLERANCIA DE +/-10%",LECHE SOYA NATURAL SABORES,INS-7537674D34,946 ml,+/-10%,,,,,59,FALTA_EN_CATALOGO
"LECHE DE ALMENDRA, PRESENTACIÓN EN TETRAPACK DE 946 ML",LECHE ALMENDRA,INS-C17244C27C,946 ml,,LECHE DE ALMENDRAS (946 ML),SILK,ABARROTES,83.95,100,YA_EN_CATALOGO
"LECHE DESCREMADA DE VACA, TETRAPAK CON 1 LT CON TOLERANCIA DE +/-10%",LECHE DESCREMADA VACA TETRAPAK,INS-329DC0B24B,1 lt,+/-10%,LECHE DESLACTOSADA (1 LT),ALPURA,LACTEOS,63.05,68,REVISAR
LECHE DESLACTOSADA CAJA CON 12 PIEZA DE 1 LT,LECHE DESLACTOSADA,INS-514D709F8A,12 pieza,,LECHE DESLACTOSADA (1 LT),ALPURA,LACTEOS,63.05,100,YA_EN_CATALOGO
"LECHE DESLACTOSADA DE VACA, TETRAPACK CON 1 LITRO CON TOLERENCIA DE +/- 10%",LECHE DESLACTOSADA VACA TOLERENCIA,INS-2112D22714,1 litro,+/-10%,LECHE DESLACTOSADA (1 LT),ALPURA,LACTEOS,63.05,94,YA_EN_CATALOGO
"LECHE EN TETRAPAK - VARIOS SABORES - EN PRESENTACIÓN DE 180 ML, CON TOLERANCIA DE +/- 10%",LECHE TETRAPAK VARIOS SABORES,INS-8133A46B3D,180 ml,+/-10%,LECHE EN POLVO NUTRI RINDES (240 GR),NESTLE,ABARROTES,73.23,66,REVISAR
LECHE ENTERA CAJA CON 12 PIEZA DE 1 LT,LECHE ENTERA,INS-6FD25DE028,12 pieza,,LECHE ENTERA (1 LT),LALA,LACTEOS,51.23,100,YA_EN_CATALOGO
"LECHE ENTERA DE VACA, TETRAPAK CON 1 LT CON TOLERANCIA DE +/-10%",LECHE ENTERA VACA TETRAPAK,INS-1B520A5685,1 lt,+/-10%,LECHE ENTERA (1 LT),LALA,LACTEOS,51.23,91,YA_EN_CATALOGO
"LECHE EVAPORADA, TETRAPAK CON 1 KG CON TOLERANCIA DE +/-10%",LECHE EVAPORADA TETRAPAK,INS-9199A9BA4D,1 kg,+/-10%,LECHE EVAPORADA CARNATION CLAVEL (360 GR),NESTLE,ABARROTES,49.77,77,REVISAR
LECHE LIGHT CAJA CON 12 PIEZA DE 1 LT,LECHE LIGHT,INS-95DD60E96C,12 pieza,,LECHE LIGHT ULTRA EDGE (1 LT),LALA,LACTEOS,65.77,92,YA_EN_CATALOGO
"LECHE LIGHT, TETRAPAK CON 1 LT CON TOLERANCIA DE +/-10%",LECHE LIGHT TETRAPAK,INS-DC0CFE6CC0,1 lt,+/-10%,LECHE LIGHT ULTRA EDGE (1 LT),LALA,LACTEOS,65.77,86,YA_EN_CATALOGO
"LECHUGA FRANCESA HIDROPONICA, TEMPERATURA: MENOR A 4°C Y MAYOR A 0°C, ASPECTO: LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, HOJAS DE COLOR VERDE CON PUNTAS COLOR MORADO Y LEVES ONDULACIONES EN LA ORILLA DE LAS HOJAS BRILLANTE DE TALLO COLOR BLANCO ATRACTIVO Y BIEN PRESENTADO, SABOR: FRESCO DE TEXTURA CRUJIENTE, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: HOJA DELGADA DE SUPERFICIE LISA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN PIEZA.",LECHUGA FRANCESA HIDROPONICA,INS-95EDC282CB,,,LECHUGA ITALIANA,PZA,FRUTAS Y VERDURAS,43.95,68,REVISAR
"LECHUGA ITALIANA HIDROPONICA, TEMPERATURA: MENOR A 4°C Y MAYOR A 0°C, ASPECTO: LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, HOJAS DE COLOR VERDE CLARO BRILLANTE DE TALLO COLOR BLANCO ATRACTIVO Y BIEN PRESENTADO, SABOR: FRESCO DE TEXTURA CRUJIENTE, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: HOJA DELGADA DE SUPERFICIE LISA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PRESENTACIÓN PIEZA",LECHUGA ITALIANA HIDROPONICA,INS-220BD91BA6,,,LECHUGA ITALIANA,PZA,FRUTAS Y VERDURAS,43.95,95,YA_EN_CATALOGO
"LECHUGA ITALIANA, TEMPERATURA: MENOR A 4°C Y MAYOR A 0°C, ASPECTO: LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, HOJAS DE COLOR VERDE CLARO BRILLANTE DE TALLO COLOR BLANCO ATRACTIVO Y BIEN PRESENTADO, SABOR: FRESCO DE TEXTURA CRUJIENTE, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: HOJA DELGADA DE SUPERFICIE LISA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PIEZA",LECHUGA ITALIANA,INS-7E4EA2A690,,,LECHUGA ITALIANA,PZA,FRUTAS Y VERDURAS,43.95,100,YA_EN_CATALOGO
"LECHUGA OREJONA HIDROPONICA, TEMPERATURA: MENOR A 4°C Y MAYOR A 0°C ASPECTO: LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, HOJAS DE COLOR VERDE CLARO BRILLANTE DE TALLO COLOR BLANCO ATRACTIVO Y BIEN PRESENTADO, SABOR: FRESCO DE TEXTURA CRUJIENTE, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: HOJA DELGADA DE SUPERFICIE LISA, LIBRE DE POLVO, TIERRA, LIBRE DE DESCRIPCIÓN HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES. PRESENTACIÓN PIEZA",LECHUGA OREJONA HIDROPONICA,INS-8B6096B5FE,,,LECHUGA OREJONA,PZA,FRUTAS Y VERDURAS,25.77,95,YA_EN_CATALOGO
"LECHUGA OREJONA, TEMPERATURA: MENOR A 4°C Y MAYOR A 0°C ASPECTO: LIBRE DE MAGULLADURAS Y DAÑOS FISIOLÓGICOS, HOJAS DE COLOR VERDE CLARO BRILLANTE DE TALLO COLOR BLANCO ATRACTIVO Y BIEN PRESENTADO, SABOR: FRESCO DE TEXTURA CRUJIENTE, OLOR: CARACTERÍSTICO DE LA VARIEDAD, TACTO: HOJA DELGADA DE SUPERFICIE LISA, LIBRE DE POLVO, TIERRA, LIBRE DE HUMEDAD Y SIN PICADURA DE INSECTOS U OTRAS MATERIAS INDESEABLES, PIEZA",LECHUGA OREJONA,INS-F6DCF4BD2A,,,LECHUGA OREJONA,PZA,FRUTAS Y VERDURAS,25.77,100,YA_EN_CATALOGO
